variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
161-33,Watermelon,,"Crimson sweet watermelon, very strong plant, early.","Short oval, cripsy red fruit flesh, 13-15 kg, firm, long shelf life.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very strong plant, early.
Fruit: Short oval, cripsy red fruit flesh, 13-15 kg, firm, long shelf life.
Cultivation: Plastic tunnel and open field.",Iraq,SEDAR F1,In Progress,161-33.jpg
161-34,Watermelon,,"Crimson sweet watermelon, very strong plant, good leaf coverage.","Oval, cripsy dark red fruit flesh, 16-18 kg long shelf life, productive.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very strong plant, good leaf coverage.
Fruit: Oval, cripsy dark red fruit flesh, 16-18 kg long shelf life, productive.
Cultivation: Plastic tunnel and open field.",United Arab Emirates,161-34 F1,In Progress,161-34.jpg
161-61,Watermelon,,"Crimson sweet watermelon, mid-early very strong plant.","Deep red flesh color, dark green stripes on light green skin,8-12 kg.",,"Greenhouse, low tunnel and open field.","Plant: Crimson sweet watermelon, mid-early very strong plant.
Fruit: Deep red flesh color, dark green stripes on light green skin,8-12 kg.
Cultivation: Greenhouse, low tunnel and open field.",,,,161-61.jpg
171-122,Watermelon,,"Personal size, strong, good leaf coverage.","Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.",,Plastic tunnel and open field.,"Plant: Personal size, strong, good leaf coverage.
Fruit: Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.
Cultivation: Plastic tunnel and open field.",,,,171-122.jpg
171-61,Watermelon,,"Sugar baby watermelon, strong plant, early.","Round, dark black shiny skin color, red flesh, small seed size, juicy flesh, 5-6 kg, long shelf life.",,Plastic tunnel and open field.,"Plant: Sugar baby watermelon, strong plant, early.
Fruit: Round, dark black shiny skin color, red flesh, small seed size, juicy flesh, 5-6 kg, long shelf life.
Cultivation: Plastic tunnel and open field.",,,,171-61.jpg
181-102,Watermelon,,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 15-16 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very vigorous plant,
mid-early.
Fruit: Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 15-16 kg.
Cultivation: Plastic tunnel and open field.",,,,181-102.jpg
181-136,Watermelon,,"Sugar baby, strong, early, tolerant to hot weather conditions, high production.","Round, dark green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Low tunnel and open field.,"Plant: Sugar baby, strong, early, tolerant to hot weather conditions, high production.
Fruit: Round, dark green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.
Cultivation: Low tunnel and open field.",,,,181-136.jpg
181-150,Watermelon,,"Personal size, very vigorous plant, good leaves coverage.","Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.",,Plastic tunnel and open field.,"Plant: Personal size, very vigorous plant, good leaves coverage.
Fruit: Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.
Cultivation: Plastic tunnel and open field.",,,,181-150.jpg
181-156,Watermelon,,"Personal size, strong plant, small size leaves, early.","Zebra design, green stripes on light green skin, red flesh color, round, firm flesh, 4-5 kg, thin skin wall, micro seeded.",,Suitable for low tunnel and open field.,"Plant: Personal size, strong plant, small size leaves, early.
Fruit: Zebra design, green stripes on light green skin, red flesh color, round, firm flesh, 4-5 kg, thin skin wall, micro seeded.
Cultivation: Suitable for low tunnel and open field.",Iraq,ANNA F1,Registered,181-156.jpg
181-49,Watermelon,,"Crimson sweet watermelon, vigorous plant, mid-early, good leaf coverage.","Oval-elongated fruit shape, intensive red flesh color, high quality, dark green stripes on green skin, 15-16 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, vigorous plant, mid-early, good leaf coverage.
Fruit: Oval-elongated fruit shape, intensive red flesh color, high quality, dark green stripes on green skin, 15-16 kg.
Cultivation: Plastic tunnel and open field.",United Arab Emirates,181-49 F1,In Progress,181-49.jpg
,,,,,,,,Morocco,AMAZONE F1,Registered,
,,,,,,,,Saudi Arabia,ROYAL F1,Registered,
,,,,,,,,Mexico,AMAZONE F1,In Progress,
181-62,Watermelon,,"Crimson sweet watermelon, vigorous plant, very early, small size leaves.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, vigorous plant, very early, small size leaves.
Fruit: Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.
Cultivation: Plastic tunnel and open field.",,,,181-62.jpg
181-72,Watermelon,,"Crimson sweet watermelon, vigorous plant, very early.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, vigorous plant, very early.
Fruit: Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.
Cultivation: Plastic tunnel and open field.",,,,181-72.jpg
181-91,Watermelon,,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval fruit shape,homogenous size, intensive red flesh color,crispy, high quality, dark green stripes on shiny green skin, 14-15 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very vigorous plant,
mid-early.
Fruit: Oval fruit shape,homogenous size, intensive red flesh color,crispy, high quality, dark green stripes on shiny green skin, 14-15 kg.
Cultivation: Plastic tunnel and open field.",United Arab Emirates,181-91 F1,In Progress,181-91.jpg
191-118,Watermelon,,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval-elongated fruit shape,homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 14-15 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very vigorous plant,
mid-early.
Fruit: Oval-elongated fruit shape,homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 14-15 kg.
Cultivation: Plastic tunnel and open field.",,,,191-118.jpg
191-204,Watermelon,,"Strong plant, good leaf coverage, mid-early, high rootstock compatibility.","Crimson sweet type, oval, 8-10 kg, shinny color with white stripes on green skin, dark red crispy flesh, firm, LSL.",,Open field.,"Plant: Strong plant, good leaf coverage, mid-early, high rootstock compatibility.
Fruit: Crimson sweet type, oval, 8-10 kg, shinny color with white stripes on green skin, dark red crispy flesh, firm, LSL.
Cultivation: Open field.",Iran,PEYKAN F1,Registered,191-204.jpg
,,,,,,,,Azerbaijan,QELEBE F1,Registered,
,,,,,,,,Kazakhstan,KILI F1,Registered,
201-116,Watermelon,,"Strong, mid-early, very high production.","Oval crimson sweet, dark red flesh color, light green stripes on dark green ground color, 10-12 kg, long shelf life.",,Open field.,"Plant: Strong, mid-early, very high production.
Fruit: Oval crimson sweet, dark red flesh color, light green stripes on dark green ground color, 10-12 kg, long shelf life.
Cultivation: Open field.",,,,201-116.jpg
201-254,Watermelon,,"Crimson sweet watermelon, strong plant, mid-early, productive.","Seedless, short-oval shape, dark green skin with green stripes,  5-6 kg, red flesh, crispy, firm.",,Low tunnel and open field.,"Plant: Crimson sweet watermelon, strong plant, mid-early, productive.
Fruit: Seedless, short-oval shape, dark green skin with green stripes,  5-6 kg, red flesh, crispy, firm.
Cultivation: Low tunnel and open field.",,,,201-254.jpg
201-263,Watermelon,,"Crimson sweet seedless watermelon, vigorous plant, small size leaves.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 6-8 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet seedless watermelon, vigorous plant, small size leaves.
Fruit: Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 6-8 kg.
Cultivation: Plastic tunnel and open field.",,,,201-263.jpg
201-265,Watermelon,,"Crimson sweet watermelon, strong plant, early, productive.","Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.",,Low tunnel and open field.,"Plant: Crimson sweet watermelon, strong plant, early, productive.
Fruit: Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.
Cultivation: Low tunnel and open field.",,,,201-265.jpg
201-270,Watermelon,,"Crimson sweet watermelon, strong plant, productive, good leaf coverage.","Seedless, short-oval shape, shiny skin,  6-8 kg, red flesh, crispy, firm.",,Low tunnel and open field.,"Plant: Crimson sweet watermelon, strong plant, productive, good leaf coverage.
Fruit: Seedless, short-oval shape, shiny skin,  6-8 kg, red flesh, crispy, firm.
Cultivation: Low tunnel and open field.",,,,201-270.jpg
201-277,Watermelon,,"Personal size seedless watermelon, strong plant, small size leaves, early.","Round, green stripes on light green skin, red flesh color, firm flesh, 4-5 kg, thin skin wall.",,Low tunnel and open field.,"Plant: Personal size seedless watermelon, strong plant, small size leaves, early.
Fruit: Round, green stripes on light green skin, red flesh color, firm flesh, 4-5 kg, thin skin wall.
Cultivation: Low tunnel and open field.",Colombia,PRETTY F1,In Progress,201-277.jpg
211-210,Watermelon,,"Sugar baby, very strong, early, tolerant to hot weather conditions, good leaf coverage.","Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Open field.,"Plant: Sugar baby, very strong, early, tolerant to hot weather conditions, good leaf coverage.
Fruit: Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.
Cultivation: Open field.",,,,211-210.jpg
211-235,Watermelon,,"Personal size, strong plant, good leaf cover, early, uniform setting.","Light green stripes on green skin, red flesh color, round, firm flesh, 4-6 kg, mid-thin skin wall, micro seeded.","HR: Fom 0,2","Suitable for low tunnel, greenhouse and open field.","Plant: Personal size, strong plant, good leaf cover, early, uniform setting.
Fruit: Light green stripes on green skin, red flesh color, round, firm flesh, 4-6 kg, mid-thin skin wall, micro seeded.
Cultivation: Suitable for low tunnel, greenhouse and open field.",Spain,DIEGO F1,In Progress,211-235.jpg
,,,,,,,,Colombia,RANGER F1,In Progress,
,,,,,,,,Mexico,DIEGO F1,In Progress,
211-247,Watermelon,,"Personal size, strong plant, small size leaves, very early.","Green stripes on light green skin, red flesh color, oval, firm crispy flesh, 2-3 kg, very thin skin wall, micro seeded.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Suitable for low tunnel and open field.,"Plant: Personal size, strong plant, small size leaves, very early.
Fruit: Green stripes on light green skin, red flesh color, oval, firm crispy flesh, 2-3 kg, very thin skin wall, micro seeded.
Cultivation: Suitable for low tunnel and open field.",,,,211-247.jpg
211-280,Watermelon,,"Crimson sweet watermelon, strong plant, productive, very early.","Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.",,Low tunnel and open field.,"Plant: Crimson sweet watermelon, strong plant, productive, very early.
Fruit: Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.
Cultivation: Low tunnel and open field.",,,,211-280.jpg
211-290,Watermelon,,"Crimson sweet seedless watermelon, vigorous plant, good leaf cover.","Oval fruit shape, homogenous size, intensive red flesh color, crispy, 7-9 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet seedless watermelon, vigorous plant, good leaf cover.
Fruit: Oval fruit shape, homogenous size, intensive red flesh color, crispy, 7-9 kg.
Cultivation: Plastic tunnel and open field.",,,,211-290.jpg
211-301,Watermelon,,"Sugar baby, strong, early, tolerant to hot weather conditions, high production.","Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Low tunnel and open field.,"Plant: Sugar baby, strong, early, tolerant to hot weather conditions, high production.
Fruit: Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.
Cultivation: Low tunnel and open field.",,,,211-301.jpg
221-122,Watermelon,,"Strong, early, very good leaf cover.","Oval crimson sweet, dark red flesh color, 16-18 kg, cripsy and juicy, good taste, firm flesh, thick rind, long shelf life.",,Open field.,"Plant: Strong, early, very good leaf cover.
Fruit: Oval crimson sweet, dark red flesh color, 16-18 kg, cripsy and juicy, good taste, firm flesh, thick rind, long shelf life.
Cultivation: Open field.",,,,221-122.jpg
221-148,Watermelon,,"Crimson sweet type, strong, medium large leaf blade, medium early, very good graft compatibility.","Oval, 8-12 kg, with red
stripe-pattern, red flesh color, crisp and juicy, long shelf life.",,Open field.,"Plant: Crimson sweet type, strong, medium large leaf blade, medium early, very good graft compatibility.
Fruit: Oval, 8-12 kg, with red
stripe-pattern, red flesh color, crisp and juicy, long shelf life.
Cultivation: Open field.",Iran,ALP F1,In Progress,221-148.jpg
221-182,Watermelon,,"Strong, mid-early, vry good leaf cover.","Oval crimson sweet, dark red - firm flesh,shiny kin color,
14-16 kg, long shelf life.",,Open field.,"Plant: Strong, mid-early, vry good leaf cover.
Fruit: Oval crimson sweet, dark red - firm flesh,shiny kin color,
14-16 kg, long shelf life.
Cultivation: Open field.",,,,221-182.jpg
221-192,Watermelon,,"Strong, mid-early, big size leaves, good leaf cover.","Oval crimson sweet, dark red flesh color, 14-15 kg, crispy and firm, long shelf life.",,Open field.,"Plant: Strong, mid-early, big size leaves, good leaf cover.
Fruit: Oval crimson sweet, dark red flesh color, 14-15 kg, crispy and firm, long shelf life.
Cultivation: Open field.",,,,221-192.jpg
231-113,Watermelon,,"Mid-strong, early, big size leaves, good leaf cover.","Oval crimson sweet, 12-14 kg, red flesh color, firm, crispy, good taste, thick rind, long shelf life.",,Open field.,"Plant: Mid-strong, early, big size leaves, good leaf cover.
Fruit: Oval crimson sweet, 12-14 kg, red flesh color, firm, crispy, good taste, thick rind, long shelf life.
Cultivation: Open field.",,,,231-113.jpg
231-129,Watermelon,,"Strong, good leaf cover, early.","Short-oval crimson sweet, dark green stripes on light green skin, red-crispy flesh, 13-15 kg.",,Plastic tunnel and open field.,"Plant: Strong, good leaf cover, early.
Fruit: Short-oval crimson sweet, dark green stripes on light green skin, red-crispy flesh, 13-15 kg.
Cultivation: Plastic tunnel and open field.",Russian Federation,SUGARWAVE F1,In Progress,231-129.jpg
231-130,Watermelon,,"Strong, good leaf cover, early.","Short-oval crimson sweet, red-crispy flesh, 12-13 kg, firm.",,Plastic tunnel and open field.,"Plant: Strong, good leaf cover, early.
Fruit: Short-oval crimson sweet, red-crispy flesh, 12-13 kg, firm.
Cultivation: Plastic tunnel and open field.",,,,231-130.jpg
231-1331,Watermelon,,"Personal size, strong plant, small size leaves, early.","Green stripes on light green skin, red flesh, round, very firm flesh, 2-2,5 kg, thin skin wall, tiny micro seeded.",,Suitable for low tunnel and open field.,"Plant: Personal size, strong plant, small size leaves, early.
Fruit: Green stripes on light green skin, red flesh, round, very firm flesh, 2-2,5 kg, thin skin wall, tiny micro seeded.
Cultivation: Suitable for low tunnel and open field.",Brazil,HULCK F1,Registered,231-1331.jpg
231-188,Watermelon,,"Personal size, strong plant, good leaf cover, mid-early, uniform setting.","Light green stripes on green skin, yellow flesh color, round, firm flesh, 2,5-3 kg.",,"Suitable for low tunnel, greenhouse and open field.","Plant: Personal size, strong plant, good leaf cover, mid-early, uniform setting.
Fruit: Light green stripes on green skin, yellow flesh color, round, firm flesh, 2,5-3 kg.
Cultivation: Suitable for low tunnel, greenhouse and open field.",,,,231-188.jpg
231-201,Watermelon,,"Personal size, mid-strong plant, good leaf cover, mid-early.","Yellow skin, red flesh color, round, firm flesh, thin rind, 1,5-2 kg.",,"Suitable for low tunnel, greenhouse and open field.","Plant: Personal size, mid-strong plant, good leaf cover, mid-early.
Fruit: Yellow skin, red flesh color, round, firm flesh, thin rind, 1,5-2 kg.
Cultivation: Suitable for low tunnel, greenhouse and open field.",,,,231-201.jpg
231-268,Watermelon,,"Black watermelon, strong, good leaf cover.","Seedless, oval, 8-10 kg, red flesh, crispy, long shef life.",,Greenhouse and open field.,"Plant: Black watermelon, strong, good leaf cover.
Fruit: Seedless, oval, 8-10 kg, red flesh, crispy, long shef life.
Cultivation: Greenhouse and open field.",,,,231-268.jpg
