CROPS,CODE,PLANT,FRUIT,RESISTANCE,CULTIVATION
Broccoli,185-126,"70-75 maturity days, very early, good strong, good heat and cold resistance","Firm head, vigorous, 1-1,5 kg.",,Open field.
Broccoli,240-100,"65 maturity days, very early, strong, no branching.","Small bounces, very firm head, vigorous, big, dark green, 2-2,5 kg.",,Open field.
Broccoli,245-170,"Broccoli, mid-strong, early, non-side branches, very good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, excellent dome quality, maturity around 65 days.",,Autumn and spirng seasons in open field.
Broccoli,245-171,"Broccoli, strong, mid-early, non-side branches, very good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, maturity around 75 days.",,Autumn to winter harvest.
Broccoli,245-344,"Broccoli, strong, mid-late, good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, high dome, side branch can appear, maturity around 80 days.",,Autumn to spring harvest.
Broccoli,245-345,"Broccoli, very strong, non-side branches.","Circular, small-tight beads, dark green color, 1 kg,
short-thick stem, no cavity in stem, maturity around 80 days.",,Autumn and Winter Season in open field.
Broccoli,99-60,"Strong, early, maturity in 75 days, productive side branches.","Circular, small-tight beads, dark green color, 1-1,5 kg.",,"Autumn, winter and spirng seasons in open field."
Lettuce,42-04,"Curly leaves, vigorous, early, tolerant to bolting.","Dark green leaves, crispy, homogenus, long shelf life.","HR: Bl:16-26, 28, 29, 30 EU /
IR: LMV-1, Tvr1, Rs(Corky root)","Autumn, winter and spring seasons in greenhouse and open field."
Lettuce,73-07,"Curly leaves, vigorous, early, tolerant to bolting.","Light  green leaves, crispy, tight core, long shelf life.","HR: BI 16-28, 30, 32 EU / Nr:0 / IR: LMV-1","Autumn, winter and spring seasons in greenhouse and open field."

Lettuce,73-08,"Curly leaves, vigorous, early, tolerant to bolting.","Light  green leaves, crispy, tight core, long shelf life.","HR: BI 16-28, 30, 32 EU / Nr:0 / IR: LMV",Autumn and winter seasons in greenhouse.
Lettuce,73-09,"Curly leaves, vigorous, early, tolerant to bolting.","Light green color leaves, crispy and juicy, tight core, long shelf life.","HR: BI 16-28, 29, 30, 32 EU / Nr:0 / IR: LMV-1","Autumn, winter and spring seasons in greenhouse."
Lettuce,77-04,"Iceberg type, very tight head, early, very high tolerance to bolting.","Light green shiny leaves, small head, very good cover,
700-800 gr.",,"Autumn, spring and summer seasons."
Lettuce,80-Y39,"Iceberg type, strong plant, very tight head, mid-early, high tolerance to bolting.","Light green shiny leaves, big head, very good cover,
800-1100 gr.",,Autumn and spring seasons.
Lettuce,81-23,"Iceberg type, strong plant, tight head, high tolerance to mildew.","Light green shiny leaves, big head, good cover, 800-1000 gr, cripsy.",,Autumn and spring seasons.
Lettuce,98-02,"Curly leaves, vigorous, early, tolerant to bolting.","Red color leaves, crispy and juicy, tight core, long shelf life.","HR: Bl:16-27,30-32EU","Autumn, winter and spring seasons in greenhouse and open field."
Lettuce,YEDIKULE 10,"Romaine type, strong plant, early.","Shiny light green leaves, homogenous size, crispy and juicy leaves, long shelf life.",,Autumn and late spring seasons.
Lettuce,YT-04,"Romaine type, strong plant, tight head, tolerance to bolting.","Light green leaves, big head, homogenous size, cripsy and juicy leaves, long shelf life.",HR: Bl:16-28 EU,Autumn and spring seasons.
Lettuce,YT-14,"Romaine type, strong plant, early.","Shiny green leaves, homogenous size, crispy and juicy leaves, long shelf life.","HR: Bl:16, 20, 22-24, 27, 28,
30, 31 EU","Early spring, late autumn and winter seasons."
Lettuce,YT-45,"Romaine type, strong plant.","Shiny dark green leaves, homogenous size, crispy and juicy leaves, long shelf life.",,Late autumn and winter seasons.
Zucchini,120-818,"Cylindrical, light green color, hot setting,",,,
Zucchini,120-919,"Cylindrical, light green color, hot setting,",,,
Zucchini,130-4526,"Eskenderany type, erect single stem, vigorous plant, mid-early. IR: ZYMV / WMV","Cylindrical, light green color with white mottles, productive.",,Low tunnel and open field.
Zucchini,151-111,"Eskenderany type, vigorous plant, mid-size leaves,
mid-early.","Cylindrical, green color with white mottles, 15-16 cm, very high quality, productive.",,"Greenhouse, low tunnel and open field."

Zucchini,151-176,"Vigorous plant, mid-size leaves, early.","Bulb shape, light green color with white mottles, productive.",,Low tunnel and open field.
Zucchini,151-23,"Eskenderany type, vigorous plant, early, dark green leaves.","Cylindrical, green color with white mottles, 15-16 cm, high quality, very productive.",,"Greenhouse, low tunnel and open field."
Zucchini,165-507,"Cylindrical squash, strong plant, small size leaves, continuous growth habbit.","Straight cylindrical, dark green color, 20-22 cm, long shelf life.",,Autumn and spirnig seasons in greenhouse.
Zucchini,182-01,"Good fruit setting ability. Weighting is around 1,5-1,8 kg.Black green color.45 days of maturity.",,,
Zucchini,210-125,"Vigorous plant, good leaf coverage, compact plant. ZYMV, CMV, WMV, PM","Green color, club shape, very productive.",,Open field.
Zucchini,211-72,"Lebanese type, mid-early, strong, very compact.","Light green, mid size gray spots on skin, cylindrical, 18-19 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.
Zucchini,211-78,"Lebanese type, mid-early, strong, compact.","Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.
Zucchini,221-100,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, cylindrical, 17-19 cm.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.
Zucchini,221-140,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm.",IR: Px,Open field and low tunnel.
Zucchini,221-168,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, bulb shape, 13-14 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.
Zucchini,231-140,"Lebanese type, mid-early, very strong.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm.",IR: Px,Open field and low tunnel.
Zucchini,231-141,"Lebanese type, mid-early, very strong.","Light green, mid size gray spots on skin, cylindrical, 18-20 cm.",IR: Px,Open field and low tunnel.
Zucchini,231-142,"Lebanese type, mid-early, very strong, no jumping.","Shiny green, mid size gray spots on skin, cylindrical, 18-20 cm.",IR: Px,Open field and low tunnel.
Zucchini,231-178,"Lebanese type, mid-early, strong, very compact, no jumping.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.

Zucchini,231-202,"Bulb type, early, strong, compact, open plant.","Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem, good flower attachment.","HR: Fom 0,2 / IR: Px",Open field and low tunnel.
Zucchini,231-225,"Cylindrical, mid-early, strong, compact.","Dark green-black, gray-small size spots on skin, cylindrical shape, 20-22 cm, long fruit stem.",,Open field and low tunnel.
Zucchini,241-200,"Lebanese type, mid-early, strong, very compact, short internodes.","Shiny green, straight, cylindrical, 20-25 cm, long fruit stem.",,Open field and low tunnel.
Zucchini,91-79,"Round squash, light green color, 200-250 gr",,,
Zucchini,95-1215,"Cylindrical, mid-early, very strong.","Dark green-black, gray-small size spots on skin, cylindrical shape, 22-23 cm.","IR:  WMV, ZYMV",Open field and low tunnel.
Zucchini,95-123,"Lebanese type, mid-early, strong, compact.","Shiny green, mid size gray spots on skin, cylindrical, 22-24 cm.","IR: ZYMV, WMV, CMV, Px",Open field and low tunnel.
Zucchini,95-1910,"Compact with very short internodes, early productive.","Brilliant yellow skin, round shape, 8 cm diameter.",IR: CMV,Open field and low tunnel.
Zucchini,95-801,"Cylindrical, early, strong.","Yellow skin, cylindrical shape, 20-22 cm lenght, 5-6 cm diameter.","IR: CMV, WMV, ZYMV, Pm.",Open field and low tunnel.
Zucchini,95-903,"Cylindrical squash, strong plant.","Light green color with green stripes, firm, 16-18 cm, productive.","ZYMV, WMV, PM",Low tunnel and open field.
Bitter Gourd,162-01,"Strong, short internodes, dark green leaves.","Bitter gourd, dark green color, cylindrical, ribbed skin, 20-25 cm.",,Autumn and spring seasons in greenhouse and open field.
Rootstock,102-2010,"Rootstock for eggplant. moderately strong taproots, very strong hairy roots, resistance to cold and hot temperatures.Fusarium oxysporium f.sp.melongena, Verticllium dahliae.",,,
Rootstock,102-2011,"Rootstock for eggplant, moderately strong taproots, very strong hairy roots, high grafting compatibility, resistance to cold and hot weather temperatures.",,"HR: Fusarium oxysporium f.sp. Melongena, Verticillium dahliae.",Suitable for open field and greenhouse eggplant growing culture.
Rootstock,115-6483,High vigor combined with high generative energy. Most added value in average to highly vegetative growing conditions.,,"HR: ToMV, Fol 0,2,  For, Va, Vd, Pl, Ff:A-E, On /  IR: Ma, Mi,
Mj",Suitable for open field and greenhouse eggplant growing culture.

Rootstock,125-3524,"Rootstock for tomato, strong root system, balance between hairy and tap  roots, high tolerance to stress conditions, high grafting compatibility.",,"HR: ToMV, Va, Vd, Fol 0-1-2, Pl
/  IR: Rs, Ma, Mi, Mj, For, ToBRFV",Suitable for open field and greenhouse eggplant growing culture.
Rootstock,125-368,Intraspecific tomato rootstock,,"HR: Bacterial wilt, F1, F2, FCRR, V1, ToMV(Tm-2a) IR:
Bacterial Canker(Clavibacter), Nematoda(Ma, Mi, Mj)",Suitable for open field and greenhouse eggplant growing culture.
Rootstock,142-600,"Rootstock for cucumber and watermelon, strong root system, resistance to drought.",,"HR: Fusarium oxysporum f. sp: niveum, cucumerium, melonis.",
Rootstock,151-455,"Rootstock for tomato, very strong hair roots, high grafting compatibility. HR: ToMV, Va, Vd, Fol 0-1, For / IR: Ma, Mi, Mj.",,,
Rootstock,152-840,Rootstock for tomato.,,,
Rootstock,152-845,"Rootstock for tomato, strong root system, balanced hairy and taproot distribution,  high tolerance to stress conditions, high grafting compatibility.",,"HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: Ma, Mi, Mj.",
Rootstock,161-619,"Rootstock for tomato. HR: ToMV, Va, Vd, Fol 0-1-2, For / IR: Ma, Mi, Mj, TYLCV",,,
Rootstock,163-425,"Rootstock for eggplant, moderately strong taproots, very strong hairy roots, high grafting compatibility, resistance to cold and hot weather temperatures.",,"HR: Fusarium oxysporium f.sp. Melongena, Nematodes(Ma, Mi, Mj) IR: Vd (Verticillium dahliae.",
Rootstock,201-04,"Rootstock for tomato, very vigorous, high grafting compatibility.",,"HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: Ma, Mi, Mj",
Rootstock,91-01,"Rootstock for cucumber and watermelon, strong root system, resistance to drought.",,"HR: Fusarium oxysporum f.sp: niveum, cucumerium, melonis.",
Rootstock,95-2120,"Rootstock for tomato, very strong root system, high tolerance to stress conditions, high grafting compatibility.",,"HR: ToMV, Va, Vd, Fol-0-1-2,
For  /  IR: Ma, Mi, Mj, Rs, Pl, ToBRFV",
Rootstock,95-2123,"Rootstock for tomato, strong hair roots, high grafting compatibility.",,"HR: ToMV, Va, Vd, Fol-0-1, For
/  IR: Ma, Mi, Mj, Rs, Pl",
Rootstock,95-4263,"Rootstock for tomato, Lycopersicum esculentum x
S. habrochaites. The plant is large and vigorous.",,"HR: ToMV, Va, Vd, Fol-0-1-2,
For  /  IR: Ma, Mi, Mj, Rs, Pl",

Onion,260-1036,"Very early, 60-90 days.","Round, brown, short shelf life, very homogeneous, 140-180 Gr.",,Short Day
Cauliflower,240-314,"Cauliflower, very vigorous, very good head covering.","Pure white, head, high domed, high quality, 1,5 kg, 100 days.",,Winter and spring seasons at open field.
Cauliflower,99-81,"Strong, early, 75-90 days to maturity, good head covery.","Tight head, white color, 1,5 - 2 kg.",,"Autumn, winter and spring seasons in open field."
Cabbage,110-100,"Strong, mid-early, 85-90 days, tolerant to hot and cold weather conditions.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-001,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-002,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-039,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-040,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-046,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-110,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-113,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-127,"Strong, mid-early, 85-90 days, tolerant to hot and cold weather conditions.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
Cabbage,125-151,"White cabbage, round shape, dark green leaf color, 2,6 kg, 60-65 days to maturity, good field holding ability.","Flat, green, 1,5-2 kg , excellent holding ability.",,"Autumn, winter and spring seasons on open field."
